Time (s),Temp (K)
0.06,293.38
3.0599999999999996,293.37
6.0,293.37
9.0,293.38
12.0,293.35999999999996
15.0,293.38
17.939999999999998,293.39
20.939999999999998,293.4
23.94,293.39
26.88,293.41999999999996
29.88,293.4
32.88,293.39
35.879999999999995,293.40999999999997
38.82,293.42999999999995
41.82,293.4
44.82,293.41999999999996
47.760000000000005,293.42999999999995
50.76,293.44
53.76,293.45
56.76,293.45
59.76,293.46
62.699999999999996,293.47999999999996
65.7,293.46
68.7,293.48999999999995
71.64,293.51
74.64,293.51
77.64,293.54999999999995
80.58,293.52
83.58,293.54999999999995
86.58,293.56
89.52,293.57
92.52,293.58
95.52000000000001,293.58
98.46000000000001,293.59
101.46000000000001,293.59999999999997
104.46000000000001,293.60999999999996
107.46,293.63
110.46,293.65
113.39999999999999,293.64
116.39999999999999,293.66999999999996
119.4,293.66999999999996
122.34,293.69
125.34,293.69
128.33999999999997,293.67999999999995
131.28,293.69
134.28,293.73999999999995
137.28,293.71999999999997
140.22,293.73999999999995
143.22,293.73999999999995
146.22,293.78999999999996
149.22,293.78999999999996
152.16,293.78999999999996
155.16,293.79999999999995
158.16,293.82
161.16,293.83
164.1,293.82
167.10000000000002,293.84999999999997
170.1,293.89
173.1,293.88
176.04000000000002,293.9
179.04,293.90999999999997
182.04,293.90999999999997
185.04,293.94
187.98,293.92999999999995
190.98,293.92999999999995
193.98000000000002,293.95
196.98,293.97999999999996
199.92,294.0
202.92000000000002,293.97999999999996
205.86,294.0
208.85999999999999,294.02
211.86,294.03
214.85999999999999,294.03
217.85999999999999,294.04999999999995
220.8,294.06
223.8,294.06
226.79999999999998,294.08
229.8,294.10999999999996
232.74,294.12
235.73999999999998,294.14
238.74,294.15
241.67999999999998,294.15999999999997
244.68,294.15
247.68,294.19
250.61999999999998,294.17999999999995
253.62,294.21999999999997
256.62,294.21999999999997
259.62,294.21
262.56,294.25
265.56,294.26
268.56,294.26
271.56,294.27
274.56,294.27
277.5,294.28999999999996
280.5,294.29999999999995
283.5,294.33
286.44,294.34
289.44,294.33
292.44,294.39
295.38,294.35999999999996
298.38,294.39
301.38,294.4
304.38,294.41999999999996
307.32,294.44
310.32,294.42999999999995
313.32000000000005,294.45
316.26,294.46
319.26,294.46
322.26000000000005,294.5
325.26,294.5
328.2,294.52
331.2,294.52
334.14,294.53999999999996
337.14,294.56
340.14,294.54999999999995
343.14000000000004,294.56
346.08,294.59
349.08,294.60999999999996
352.08000000000004,294.59999999999997
355.08,294.62
358.02,294.62
361.02000000000004,294.65
364.02,294.65999999999997
367.02,294.65
369.96000000000004,294.67999999999995
372.96000000000004,294.69
375.96,294.71
378.90000000000003,294.71999999999997
381.90000000000003,294.75
384.9,294.72999999999996
387.9,294.75
390.84000000000003,294.78
393.84000000000003,294.77
396.84,294.78
399.84,294.81
402.78000000000003,294.81
405.78,294.82
408.78,294.83
411.72,294.85999999999996
414.71999999999997,294.84999999999997
417.71999999999997,294.85999999999996
420.66,294.89
423.65999999999997,294.89
426.65999999999997,294.90999999999997
429.65999999999997,294.94
432.6,294.92999999999995
435.59999999999997,294.94
438.59999999999997,294.96
441.6,294.96999999999997
444.6,294.98999999999995
447.53999999999996,295.0
450.54,295.02
453.54,295.04999999999995
