Time (s),Temp (K)
0.0,325.33
3.0,325.71999999999997
6.0,326.08
8.94,326.37
11.940000000000001,326.66999999999996
14.94,326.96
17.88,327.22999999999996
20.88,327.46999999999997
23.880000000000003,327.71
26.82,327.9
29.82,328.10999999999996
32.82,328.30999999999995
35.82,328.46999999999997
38.76,328.65
41.76,328.80999999999995
44.76,328.96999999999997
47.760000000000005,329.09999999999997
50.76,329.25
53.7,329.38
56.699999999999996,329.49
59.7,329.59999999999997
62.64,329.71999999999997
65.64,329.80999999999995
68.64,329.91999999999996
71.64,329.99
74.58000000000001,330.05999999999995
77.58,330.15
80.58,330.22999999999996
83.52,330.28
86.52,330.34
89.52,330.40999999999997
92.52,330.46
95.46,330.51
98.46000000000001,330.57
101.46000000000001,330.59999999999997
104.4,330.64
107.4,330.69
110.4,330.72999999999996
113.39999999999999,330.76
116.34,330.80999999999995
119.34,330.83
122.34,330.85999999999996
125.34,330.89
128.28,330.91999999999996
131.28,330.95
134.28,330.96999999999997
137.22,331.0
140.22,331.0
143.22,331.02
146.16,331.04999999999995
149.16000000000003,331.07
152.16,331.09
155.16,331.09999999999997
158.1,331.12
161.1,331.13
164.1,331.14
167.10000000000002,331.15999999999997
170.1,331.16999999999996
173.04,331.19
176.04000000000002,331.19
179.04,331.2
181.98,331.21
184.98000000000002,331.21999999999997
187.98,331.22999999999996
190.92,331.24
193.92000000000002,331.24
196.92000000000002,331.25
199.85999999999999,331.26
202.85999999999999,331.27
205.86,331.28
208.85999999999999,331.28
211.79999999999998,331.28999999999996
214.8,331.28999999999996
217.79999999999998,331.29999999999995
220.8,331.30999999999995
223.74,331.30999999999995
226.74,331.32
229.74,331.33
232.68,331.33
235.68,331.33
238.68,331.33
241.67999999999998,331.33
244.68,331.34
247.61999999999998,331.34
250.61999999999998,331.34
253.62,331.34999999999997
256.56,331.34999999999997
259.56,331.34999999999997
262.56,331.35999999999996
265.5,331.35999999999996
268.5,331.37
271.5,331.37
274.44,331.38
277.44,331.37
280.44,331.38
283.44,331.38
286.38,331.38
289.38,331.38
292.38,331.39
295.38,331.38
298.38,331.39
301.32,331.39
304.32,331.4
307.32,331.4
310.26,331.4
313.26,331.4
316.26,331.40999999999997
319.20000000000005,331.4
322.2,331.40999999999997
325.2,331.40999999999997
328.14000000000004,331.40999999999997
331.14,331.40999999999997
334.14,331.40999999999997
337.14,331.40999999999997
340.08,331.41999999999996
343.08,331.41999999999996
346.08,331.41999999999996
349.08,331.41999999999996
352.02,331.41999999999996
355.02,331.41999999999996
358.02,331.41999999999996
360.96,331.42999999999995
363.96,331.42999999999995
366.96,331.41999999999996
369.96000000000004,331.42999999999995
372.9,331.42999999999995
375.9,331.42999999999995
378.90000000000003,331.44
381.84,331.42999999999995
384.84,331.42999999999995
387.84000000000003,331.42999999999995
390.84000000000003,331.44
393.78,331.45
396.78000000000003,331.44
399.78000000000003,331.44
402.71999999999997,331.44
405.71999999999997,331.44
408.72,331.45
411.65999999999997,331.45
414.65999999999997,331.45
417.66,331.45
420.66,331.46
423.59999999999997,331.45
426.6,331.45
429.6,331.46
432.6,331.46
435.59999999999997,331.46
438.54,331.46
441.54,331.46
444.53999999999996,331.46999999999997
447.48,331.46999999999997
450.48,331.46
453.48,331.46
456.42,331.46999999999997
459.42,331.46999999999997
462.42,331.46999999999997
465.41999999999996,331.47999999999996
468.36,331.46999999999997
471.36,331.47999999999996
474.35999999999996,331.46999999999997
477.3,331.46999999999997
480.30000000000007,331.47999999999996
483.29999999999995,331.49
486.3,331.47999999999996
489.24,331.47999999999996
492.24,331.47999999999996
495.23999999999995,331.49
498.24,331.49
501.18,331.49
504.18,331.49
507.17999999999995,331.49
510.12000000000006,331.5
513.12,331.5
516.12,331.49
519.06,331.49
522.0600000000001,331.49
525.06,331.49
528.0600000000001,331.5
531.0,331.5
534.0,331.5
537.0,331.49
540.0,331.5
542.9399999999999,331.51
545.94,331.5
548.9399999999999,331.51
551.9399999999999,331.5
554.88,331.51
557.88,331.51
560.88,331.51
563.88,331.51
566.8199999999999,331.52
569.8199999999999,331.51
572.76,331.52
575.76,331.52
578.76,331.52
581.76,331.52
584.6999999999999,331.52
587.7,331.52
590.7,331.52
593.64,331.52
596.6400000000001,331.53
599.64,331.53
602.64,331.53
605.58,331.53
608.58,331.53
611.5799999999999,331.53
