Time (min), Temp (C)
790.324,98.88
790.369,98.88
790.419,98.89
790.468,98.89
790.518,98.91
790.568,98.9
790.617,98.91
790.667,98.91
790.717,98.92
790.767,98.91
790.816,98.92
790.866,98.93
790.916,98.94
790.967,98.94
791.017,98.95
791.068,98.96
791.119,98.96
791.169,98.95
791.214,98.97
791.264,98.98
791.313,98.96
791.363,98.96
791.413,98.98
791.462,98.99
791.512,98.99
791.562,98.99
791.611,98.99
791.661,98.99
791.711,98.99
791.761,99
791.812,99
791.862,99
791.913,99
791.964,99.01
792.014,99.01
792.059,99
792.108,99
792.158,99
792.208,99.01
792.258,99.01
792.307,99.01
792.357,99.01
792.407,99.01
792.456,99.02
792.506,99.02
792.556,99.01
792.606,99.01
792.657,99.02
792.707,99.03
792.758,99.02
792.809,99.02
792.859,99.02
792.904,99.03
792.953,99.02
793.003,99.02
793.053,99.02
793.102,99.02
793.152,99.02
793.202,99.03
793.251,99.03
793.301,99.03
793.351,99.02
793.4,99.03
793.451,99.02
793.502,99.03
793.552,99.03
793.603,99.03
793.654,99.03
793.704,99.03
793.748,99.03
793.798,99.03
793.848,99.03
793.897,99.03
793.947,99.03
793.997,99.04
794.047,99.03
794.096,99.03
794.146,99.03
794.196,99.02
794.245,99.03
794.296,99.02
794.347,99.03
794.397,99.03
794.448,99.03
794.499,99.03
794.549,99.03
794.593,99.03
794.643,99.04
794.693,99.03
794.742,99.03
794.792,99.03
794.842,99.03
794.891,99.02
794.941,99.03
794.991,99.04
795.04,99.04
795.09,99.04
795.141,99.03
795.192,99.03
795.242,99.03
795.293,99.03
795.344,99.04
795.388,99.04
795.438,99.03
795.488,99.04
795.537,99.04
795.587,99.03
795.637,99.03
795.686,99.02
795.736,99.03
795.786,99.03
795.836,99.04
795.885,99.03
795.936,99.03
795.986,99.04
796.037,99.03
796.087,99.04
796.138,99.04
796.183,99.04
796.233,99.04
796.283,99.04
796.333,99.04
796.382,99.04
796.432,99.02
796.482,99.03
796.531,99.03
796.581,99.04
796.632,99.03
796.682,99.04
796.733,99.03
796.784,99.03
796.834,99.03
796.885,99.05
796.929,99.03
796.979,99.03
797.028,99.04
797.078,99.04
797.128,99.03
797.178,99.04
797.227,99.04
797.277,99.05
797.327,99.03
797.376,99.02
797.426,99.02
797.477,99.04
797.527,99.04
797.578,99.04
797.629,99.04
797.679,99.03
797.73,99.04
797.774,99.03
797.823,99.03
797.873,99.03
797.923,99.03
797.973,99.04
798.022,99.04
798.072,99.03
798.122,99.04
798.171,99.04
798.221,99.03
798.271,99.04
798.322,99.04
798.372,99.04
798.423,99.04
798.474,99.02
798.524,99.03
798.569,99.03
798.619,99.03
798.668,99.03
798.718,99.03
798.768,99.03
798.817,99.04
798.867,99.04
798.916,99.04
798.966,99.03
799.016,99.03
799.066,99.04
799.116,99.03
799.167,99.03
799.217,99.04
799.268,99.03
799.319,99.03
799.369,99.04
799.414,99.04
799.463,99.04
799.513,99.03
799.563,99.04
799.612,99.04
799.662,99.04
799.712,99.05
799.761,99.04
799.811,99.03
799.861,99.03
799.911,99.03
799.961,99.03
800.012,99.04
800.062,99.05
800.113,99.04
800.164,99.03
800.214,99.04
800.258,99.04
800.308,99.03
800.358,99.04
800.407,99.04
800.457,99.03
800.507,99.03
800.557,99.03
800.606,99.03
800.656,99.03
800.706,99.03
800.755,99.03
800.806,99.03
800.857,99.04
800.907,99.03
800.958,99.03
801.009,99.04
801.053,99.03
801.103,99.03
801.153,99.03
801.203,99.04
801.252,99.03
801.302,99.03
801.352,99.03
801.401,99.03
801.451,99.04
801.501,99.03
801.55,99.03
801.6,99.04
801.651,99.03
801.702,99.03
801.752,99.03
801.803,99.03
801.854,99.03
801.898,99.03
801.948,99.03
801.997,99.03
802.047,99.04
802.097,99.04
802.146,99.03
802.196,99.03
802.246,99.03
802.297,99.03
802.347,99.03
802.398,99.02
802.449,99.04
802.499,99.03
802.55,99.04
802.594,99.03
802.644,99.03
802.693,99.04
802.743,99.03
802.793,99.04
802.842,99.02
802.892,99.03
802.942,99.02
802.991,99.03
803.041,99.04
803.091,99.04
803.141,99.02
803.192,99.03
803.243,99.03
803.294,99.04
803.344,99.03
803.389,99.03
803.439,99.04
803.488,99.04
803.538,99.03
803.588,99.03
803.637,99.04
803.687,99.03
803.737,99.03
803.786,99.03
803.836,99.03
803.886,99.03
803.936,99.03
803.987,99.04
804.037,99.03
804.088,99.04
804.139,99.02
804.189,99.05
804.234,99.03
804.283,99.03
804.333,99.04
804.383,99.04
804.432,99.04
804.482,99.04
804.532,99.04
804.582,99.04
804.631,99.04
804.681,99.04
804.731,99.02
804.781,99.03
804.832,99.03
804.882,99.04
804.933,99.04
804.984,99.04
805.034,99.04
805.078,99.04
805.128,99.03
805.178,99.03
805.227,99.04
805.277,99.04
805.327,99.05
805.376,99.04
805.426,99.03
805.476,99.04
805.525,99.03
805.575,99.03
805.626,99.04
805.677,99.04
805.727,99.03
805.774,99.03
805.824,99.03
805.873,99.03
805.923,99.04
805.973,99.03
806.023,99.03
806.072,99.02
806.122,99.01
806.172,99.01
806.221,99
806.271,98.99
806.322,99
806.373,98.99
806.424,98.97
806.474,98.96
806.525,98.95
806.569,98.93
806.619,98.93
806.669,98.92
806.718,98.9
806.768,98.89
806.818,98.88
806.867,98.86
806.917,98.84
806.967,98.83
807.016,98.82
807.066,98.81
807.116,98.78
807.167,98.76
807.218,98.75
807.269,98.73
807.319,98.71
807.37,98.69
807.414,98.67
807.464,98.65
807.513,98.63
807.563,98.61
807.613,98.6
807.663,98.58
807.712,98.55
807.762,98.52
807.812,98.51
807.861,98.48
807.911,98.45
807.962,98.44
808.012,98.41
808.063,98.4
808.114,98.37
808.164,98.35
808.215,98.31
808.259,98.3
808.309,98.27
808.358,98.26
808.408,98.23
808.458,98.21
808.507,98.18
808.557,98.17
808.607,98.13
808.658,98.11
808.708,98.08
808.759,98.07
808.81,98.04
808.861,98.03
808.911,98
808.955,97.96
809.005,97.96
809.054,97.93
809.104,97.91
809.154,97.87
809.203,97.86
809.253,97.85
809.303,97.81
809.353,97.76
809.402,97.75
809.452,97.72
809.503,97.7
809.554,97.66
809.604,97.64
809.655,97.62
809.706,97.6
809.756,97.57
809.8,97.55
809.85,97.53
809.899,97.51
809.949,97.48
809.999,97.46
810.048,97.44
810.098,97.42
810.148,97.39
810.199,97.37
810.25,97.33
810.301,97.31
810.351,97.3
810.402,97.27
810.446,97.25
810.496,97.24
810.545,97.2
810.595,97.18
810.645,97.14
810.695,97.12
810.744,97.1
810.794,97.08
810.844,97.04
810.893,97.03
810.943,97
810.993,96.97
811.044,96.96
811.095,96.93
811.146,96.9
811.196,96.88
811.247,96.86
811.291,96.83
811.341,96.8
811.39,96.78
811.44,96.75
811.49,96.73
811.54,96.7
811.589,96.68
811.639,96.65
811.689,96.64
811.738,96.61
811.788,96.58
811.838,96.55
811.889,96.54
811.94,96.5
811.991,96.49
812.041,96.46
812.092,96.43
812.136,96.42
812.186,96.39
812.236,96.36
812.285,96.34
812.335,96.31
812.385,96.29
812.435,96.27
812.484,96.24
812.534,96.22
812.583,96.2
812.633,96.17
812.683,96.15
812.734,96.12
812.785,96.09
812.836,96.06
812.882,96.04
812.932,96.02
812.981,96
813.031,95.97
813.081,95.95
813.13,95.92
813.18,95.89
813.23,95.87
813.279,95.85
813.329,95.83
813.38,95.81
813.431,95.77
813.481,95.74
813.532,95.72
813.582,95.7
813.633,95.66
813.677,95.66
813.727,95.62
813.777,95.61
813.827,95.58
813.876,95.57
813.926,95.52
813.976,95.5
814.025,95.48
814.075,95.46
814.125,95.44
814.175,95.41
814.225,95.38
814.276,95.35
814.326,95.33
814.377,95.32
814.423,95.28
814.473,95.26
814.522,95.22
814.573,95.21
814.623,95.19
814.674,95.15
814.725,95.14
814.776,95.11
814.826,95.08
814.87,95.05
814.92,95.03
814.97,95.01
815.019,94.98
815.069,94.97
815.119,94.95
815.169,94.91
815.218,94.89
815.268,94.86
815.318,94.84
815.368,94.82
815.418,94.79
815.469,94.77
815.519,94.73
815.57,94.7
815.621,94.69
815.672,94.66
815.716,94.63
815.765,94.61
815.815,94.59
815.865,94.56
815.915,94.54
815.964,94.52
816.014,94.49
816.064,94.47
816.114,94.45
816.165,94.42
816.216,94.39
816.266,94.38
816.317,94.35
816.368,94.32
816.412,94.3
816.461,94.28
816.511,94.25
816.561,94.23
816.61,94.2
816.66,94.18
816.71,94.16
816.76,94.13
816.809,94.1
816.859,94.09
816.909,94.06
816.959,94.04
817.01,94.01
817.061,93.98
817.111,93.97
817.162,93.93
817.213,93.9
817.257,93.89
817.306,93.86
817.356,93.84
817.406,93.82
817.455,93.79
817.505,93.76
817.555,93.73
817.605,93.72
817.654,93.69
817.704,93.67
817.754,93.64
817.804,93.62
817.855,93.61
817.906,93.57
817.956,93.56
818.007,93.53
818.058,93.5
818.102,93.46
818.152,93.43
818.201,93.42
818.251,93.39
818.301,93.37
818.35,93.35
818.4,93.32
818.45,93.3
818.5,93.27
818.549,93.25
818.599,93.23
818.649,93.2
818.7,93.17
818.751,93.15
818.801,93.12
818.852,93.1
818.903,93.08
818.947,93.06
818.996,93.03
819.046,93
819.096,92.99
819.146,92.95
819.195,92.92
819.245,92.91
819.295,92.88
819.345,92.85
819.394,92.83
819.444,92.81
819.494,92.78
819.545,92.76
819.596,92.74
819.646,92.72
819.697,92.69
819.748,92.66
819.792,92.63
819.842,92.6
819.891,92.58
819.941,92.56
819.991,92.53
820.04,92.51
820.09,92.49
820.14,92.47
820.19,92.43
820.239,92.41
820.289,92.38
820.339,92.36
820.39,92.34
820.44,92.32
820.491,92.29
820.542,92.27
820.593,92.25
820.643,92.21
820.687,92.19
820.736,92.18
820.786,92.16
820.836,92.13
820.886,92.1
820.935,92.08
820.985,92.04
821.035,92.02
821.085,91.99
821.134,91.97
821.184,91.95
821.235,91.92
821.286,91.91
821.336,91.87
821.387,91.85
821.438,91.83
821.489,91.8
821.532,91.79
821.581,91.74
821.631,91.72
821.681,91.7
821.731,91.67
821.78,91.65
821.83,91.62
821.88,91.6
821.93,91.58
821.98,91.56
822.029,91.53
822.08,91.51
822.131,91.48
822.181,91.46
822.232,91.43
822.283,91.41
822.334,91.38
822.377,91.35
822.427,91.33
822.476,91.31
822.526,91.29
822.576,91.26
822.625,91.24
822.675,91.21
822.725,91.19
822.775,91.15
822.824,91.14
822.874,91.11
822.925,91.1
822.976,91.07
823.026,91.04
823.077,91.02
823.128,90.99
823.179,90.97
823.222,90.94
823.272,90.92
823.321,90.88
823.371,90.86
823.421,90.84
823.471,90.82
823.52,90.79
823.571,90.75
823.621,90.75
823.672,90.71
823.723,90.68
823.773,90.67
823.824,90.64
823.868,90.62
823.918,90.59
823.967,90.56
824.017,90.54
824.067,90.53
824.119,90.5
824.167,90.46
824.225,90.45
824.266,90.42
824.315,90.39
824.365,90.37
824.416,90.34
824.467,90.32
824.517,90.3
824.568,90.28
824.619,90.25
824.669,90.22
824.713,90.2
824.763,90.16
824.813,90.15
824.862,90.13
824.912,90.1
824.962,90.08
825.012,90.06
825.061,90.02
825.112,89.99
825.163,89.97
825.213,89.95
825.264,89.94
825.315,89.92
825.365,89.87
825.409,89.86
825.459,89.82
825.509,89.8
825.558,89.78
825.608,89.75
825.658,89.72
825.708,89.7
825.757,89.68
825.807,89.66
825.857,89.63
825.906,89.6
825.957,89.58
826.008,89.56
826.058,89.55
826.109,89.51
826.16,89.49
826.21,89.46
826.254,89.44
826.304,89.41
826.354,89.39
826.403,89.35
826.453,89.34
826.503,89.31
826.552,89.29
826.602,89.27
826.652,89.24
826.701,89.22
826.751,89.2
826.802,89.17
826.853,89.15
826.903,89.12
826.954,89.1
827.005,89.06
827.05,89.04
827.099,89.02
827.149,88.99
827.199,88.98
827.249,88.95
827.298,88.93
827.348,88.9
827.398,88.88
827.448,88.85
827.498,88.82
827.549,88.8
827.6,88.77
827.65,88.75
827.701,88.73
827.752,88.7
827.795,88.67
827.845,88.64
827.895,88.62
827.945,88.6
827.994,88.57
828.044,88.55
828.094,88.54
828.143,88.5
828.193,88.48
828.243,88.45
828.293,88.44
828.343,88.41
828.394,88.39
828.445,88.36
828.495,88.34
828.546,88.31
828.597,88.28
828.64,88.26
828.69,88.23
828.74,88.21
828.79,88.19
828.84,88.17
828.889,88.14
828.939,88.11
828.989,88.1
829.038,88.07
829.088,88.04
829.138,88.02
829.188,87.99
829.239,87.96
829.29,87.94
829.34,87.9
829.391,87.89
829.442,87.87
829.486,87.85
829.535,87.81
829.585,87.79
829.635,87.77
829.684,87.75
829.734,87.72
829.784,87.7
829.834,87.66
829.883,87.65
829.933,87.62
829.983,87.6
830.033,87.58
830.084,87.55
830.135,87.53
830.185,87.5
830.236,87.48
830.287,87.44
830.331,87.43
830.381,87.4
830.43,87.36
830.48,87.35
830.53,87.33
830.579,87.3
830.629,87.29
830.679,87.25
830.729,87.22
830.78,87.21
830.831,87.18
830.882,87.16
830.933,87.14
830.983,87.11
831.027,87.07
831.076,87.05
831.126,87.03
831.176,87
831.226,86.98
831.275,86.96
831.325,86.93
831.375,86.9
831.424,86.88
831.474,86.84
831.524,86.82
831.575,86.8
831.625,86.79
831.676,86.76
831.722,86.73
831.772,86.71
831.822,86.69
831.872,86.66
831.921,86.63
831.971,86.61
832.021,86.58
832.072,86.55
832.122,86.54
832.173,86.51
832.223,86.49
832.274,86.47
832.325,86.44
832.369,86.41
832.418,86.39
832.468,86.37
832.518,86.34
832.568,86.32
832.617,86.28
832.667,86.26
832.717,86.24
832.767,86.22
832.816,86.2
832.866,86.16
832.916,86.15
832.967,86.12
833.018,86.08
833.068,86.07
833.115,86.04
833.164,86.01
833.214,85.99
833.264,85.97
833.313,85.94
833.363,85.93
833.413,85.9
833.462,85.88
833.512,85.85
833.562,85.83
833.613,85.8
833.663,85.77
833.714,85.74
833.765,85.73
833.815,85.71
833.866,85.68
833.91,85.65
833.959,85.63
834.009,85.61
834.059,85.58
834.109,85.55
834.158,85.52
834.208,85.5
834.258,85.49
834.307,85.46
834.36,85.43
834.41,85.41
834.461,85.39
834.512,85.37
834.562,85.34
834.606,85.31
834.655,85.28
834.705,85.26
834.755,85.24
834.805,85.21
834.854,85.19
834.904,85.16
834.954,85.13
835.003,85.11
835.053,85.08
835.103,85.07
835.154,85.04
835.205,85
835.255,84.98
835.306,84.96
835.357,84.94
835.407,84.91
835.451,84.89
835.501,84.85
835.55,84.84
835.6,84.81
835.65,84.79
835.699,84.77
835.749,84.74
835.799,84.72
835.848,84.69
835.898,84.66
835.948,84.65
835.999,84.62
836.05,84.59
836.101,84.56
836.151,84.55
836.202,84.53
836.252,84.5
836.296,84.48
836.346,84.45
836.395,84.42
836.445,84.39
836.495,84.37
836.545,84.35
836.594,84.33
836.648,84.31
836.699,84.28
836.749,84.26
836.793,84.23
836.843,84.2
836.893,84.18
836.942,84.16
836.992,84.13
837.042,84.1
837.091,84.07
837.141,84.05
837.191,84.03
837.241,84.01
837.29,83.99
837.341,83.96
837.392,83.93
837.442,83.91
837.493,83.88
837.539,83.86
837.589,83.83
837.638,83.81
837.688,83.78
837.738,83.77
837.787,83.75
837.837,83.72
837.887,83.68
837.936,83.67
837.986,83.64
838.037,83.61
838.088,83.6
838.139,83.57
838.185,83.53
838.235,83.52
838.285,83.49
838.335,83.48
838.384,83.45
838.434,83.42
838.484,83.4
838.533,83.37
838.583,83.35
838.633,83.32
838.683,83.31
838.734,83.26
838.784,83.25
838.835,83.23
838.886,83.2
838.936,83.17
838.987,83.15
839.031,83.12
839.08,83.09
839.13,83.07
839.18,83.04
839.234,83.02
839.279,83
839.332,82.97
839.382,82.95
839.433,82.92
839.484,82.9
839.528,82.87
839.578,82.84
839.627,82.83
839.677,82.79
839.727,82.77
839.776,82.75
839.826,82.73
839.876,82.71
839.925,82.69
839.975,82.66
840.025,82.62
840.075,82.61
840.126,82.58
840.177,82.55
840.227,82.53
840.278,82.51
840.329,82.48
840.373,82.46
840.423,82.43
840.473,82.41
840.522,82.38
840.572,82.35
840.622,82.33
840.671,82.31
840.721,82.28
840.771,82.25
840.82,82.23
840.874,82.21
840.92,82.19
840.97,82.16
841.019,82.13
841.069,82.12
841.119,82.08
841.169,82.07
841.218,82.04
841.268,82.01
841.318,81.99
841.367,81.96
841.417,81.94
841.468,81.92
841.519,81.89
841.569,81.86
841.616,81.84
841.666,81.81
841.722,81.79
841.765,81.77
841.816,81.73
841.87,81.72
841.914,81.7
841.964,81.67
842.014,81.64
842.063,81.62
842.113,81.6
842.163,81.58
842.212,81.56
842.262,81.52
842.313,81.5
842.364,81.47
842.414,81.45
842.465,81.43
842.516,81.4
842.561,81.38
842.611,81.35
842.66,81.33
842.71,81.3
842.759,81.27
842.81,81.25
842.861,81.22
842.911,81.2
842.962,81.17
843.013,81.16
843.063,81.14
843.107,81.11
843.157,81.07
843.207,81.05
843.256,81.02
843.306,81.01
843.356,80.98
843.406,80.96
843.456,80.93
843.505,80.91
843.555,80.88
843.604,80.86
843.655,80.83
843.706,80.82
843.756,80.79
843.807,80.76
843.858,80.74
843.908,80.7
843.952,80.69
844.002,80.65
844.052,80.64
844.101,80.61
844.151,80.58
844.201,80.56
844.25,80.54
844.3,80.51
844.351,80.49
844.402,80.46
844.453,80.44
844.503,80.42
844.554,80.38
844.604,80.36
844.648,80.34
844.698,80.31
844.747,80.3
844.797,80.27
844.847,80.25
844.896,80.22
844.946,80.19
844.996,80.17
845.046,80.14
845.098,80.11
845.149,80.1
845.199,80.07
845.25,80.05
845.294,80.02
845.344,80
845.394,79.98
845.443,79.95
845.493,79.93
845.543,79.9
845.593,79.87
845.642,79.85
845.692,79.83
845.741,79.81
845.791,79.78
845.842,79.75
845.892,79.72
845.943,79.71
845.994,79.68
846.045,79.65
846.095,79.63
846.139,79.6
846.189,79.58
846.239,79.56
846.289,79.53
846.338,79.5
846.388,79.48
846.438,79.46
846.487,79.43
846.537,79.41
846.586,79.39
846.636,79.37
846.687,79.33
846.738,79.31
846.791,79.29
846.835,79.26
846.885,79.24
846.935,79.21
846.984,79.18
847.034,79.16
847.084,79.14
847.134,79.11
847.183,79.09
847.234,79.06
847.285,79.05
847.336,79.01
847.386,78.99
847.437,78.97
847.488,78.94
847.531,78.91
847.581,78.89
847.63,78.87
847.68,78.85
847.73,78.82
847.78,78.8
847.829,78.77
847.879,78.75
847.929,78.71
847.979,78.7
848.029,78.68
848.079,78.65
848.13,78.63
848.181,78.6
848.231,78.58
848.282,78.55
848.333,78.53
848.376,78.5
848.426,78.48
848.476,78.46
848.525,78.44
848.575,78.41
848.625,78.38
848.674,78.36
848.724,78.32
848.774,78.31
848.824,78.28
848.873,78.25
848.924,78.23
848.975,78.22
849.026,78.19
849.076,78.16
849.127,78.14
849.178,78.11
849.221,78.09
849.271,78.05
849.321,78.03
849.37,78.01
849.42,77.98
849.47,77.96
849.519,77.93
849.57,77.91
849.62,77.89
849.671,77.86
849.722,77.84
849.773,77.82
849.818,77.79
849.867,77.76
849.917,77.74
849.967,77.71
850.017,77.69
850.066,77.67
850.116,77.65
850.166,77.62
850.216,77.59
850.266,77.57
850.317,77.54
850.368,77.52
850.418,77.49
850.469,77.47
850.52,77.45
850.563,77.43
850.613,77.4
850.663,77.37
850.713,77.35
850.762,77.32
850.812,77.31
850.862,77.27
850.912,77.25
850.961,77.23
851.011,77.2
851.061,77.18
851.111,77.15
851.162,77.13
851.212,77.1
851.263,77.08
851.309,77.05
851.359,77.03
851.408,77
851.458,76.98
851.508,76.96
851.558,76.94
851.607,76.91
851.657,76.88
851.707,76.87
851.757,76.83
851.811,76.81
851.861,76.78
851.906,76.75
851.956,76.74
852.005,76.71
852.055,76.69
852.105,76.66
852.154,76.63
852.204,76.61
852.254,76.59
852.303,76.57
852.353,76.54
852.403,76.51
852.453,76.49
852.504,76.46
852.554,76.44
852.605,76.41
852.656,76.39
852.707,76.37
852.757,76.34
852.801,76.32
852.85,76.29
852.9,76.26
852.95,76.24
853,76.22
853.049,76.19
853.099,76.17
853.149,76.15
853.199,76.12
853.248,76.1
853.298,76.07
853.349,76.05
853.399,76.02
853.45,76
853.501,75.98
853.551,75.95
853.602,75.92
853.646,75.9
853.696,75.87
853.745,75.85
853.795,75.83
853.845,75.81
853.895,75.77
853.944,75.75
853.994,75.73
854.045,75.71
854.096,75.67
854.147,75.65
854.197,75.63
854.248,75.6
854.298,75.59
854.342,75.55
854.392,75.53
854.441,75.5
854.491,75.49
854.541,75.45
854.59,75.44
854.64,75.41
854.691,75.38
854.741,75.36
854.792,75.33
854.843,75.3
854.894,75.28
854.944,75.25
854.988,75.23
855.038,75.21
855.088,75.18
855.137,75.16
855.187,75.13
855.237,75.11
855.286,75.08
855.336,75.06
855.387,75.04
855.438,75.01
855.488,74.99
855.539,74.96
855.59,74.94
855.641,74.9
855.684,74.88
855.734,74.87
855.784,74.84
855.833,74.81
855.883,74.79
855.932,74.76
855.982,74.74
856.033,74.71
856.083,74.69
856.137,74.66
856.181,74.64
856.231,74.62
856.28,74.59
856.33,74.57
856.38,74.55
856.43,74.51
856.479,74.49
856.529,74.47
856.579,74.45
856.629,74.42
856.678,74.39
856.729,74.36
856.779,74.35
856.83,74.32
856.881,74.3
856.932,74.26
856.982,74.24
857.026,74.22
857.076,74.19
857.126,74.18
857.175,74.15
857.225,74.12
857.275,74.1
857.325,74.07
857.374,74.06
857.424,74.03
857.474,74
857.523,73.97
857.574,73.95
857.625,73.92
857.675,73.89
857.726,73.88
857.777,73.85
857.827,73.83
857.871,73.8
857.921,73.78
857.971,73.75
858.02,73.74
858.07,73.71
858.12,73.68
858.17,73.67
858.219,73.64
858.27,73.61
858.321,73.58
858.368,73.56
858.418,73.54
858.468,73.51
858.517,73.49
858.567,73.46
858.617,73.43
858.667,73.4
858.716,73.38
858.766,73.36
858.816,73.33
858.865,73.31
858.916,73.28
858.966,73.25
859.017,73.26
859.068,73.21
859.119,73.19
859.169,73.17
859.213,73.14
859.263,73.11
859.313,73.08
859.362,73.07
859.412,73.04
859.462,73.02
859.512,72.99
859.561,72.97
859.611,72.95
859.661,72.91
859.711,72.89
859.761,72.87
859.811,72.85
859.862,72.83
859.913,72.8
859.964,72.77
860.014,72.75
860.058,72.73
860.108,72.7
860.158,72.67
860.207,72.65
860.257,72.63
860.307,72.6
860.357,72.57
860.406,72.55
860.457,72.53
860.508,72.51
860.558,72.48
860.609,72.46
860.66,72.43
860.704,72.41
860.754,72.38
860.804,72.35
860.854,72.33
860.903,72.31
860.953,72.28
861.003,72.26
861.052,72.23
861.103,72.2
861.153,72.19
861.204,72.16
861.255,72.13
861.305,72.1
861.356,72.09
861.4,72.06
861.45,72.04
861.5,72.01
861.549,71.99
861.599,71.97
861.649,71.94
861.699,71.91
861.748,71.89
861.802,71.87
861.848,71.84
861.897,71.81
861.947,71.78
861.997,71.77
862.046,71.74
862.096,71.72
862.146,71.7
862.196,71.68
862.245,71.65
862.296,71.62
862.346,71.6
862.397,71.57
862.444,71.55
862.494,71.52
862.544,71.5
862.593,71.47
862.643,71.44
862.692,71.42
862.742,71.39
862.793,71.36
862.847,71.34
862.897,71.31
862.941,71.29
862.991,71.26
863.04,71.24
863.09,71.21
863.14,71.18
863.19,71.17
863.239,71.14
863.289,71.11
863.339,71.09
863.388,71.07
863.442,71.05
863.488,71.02
863.538,70.99
863.587,70.96
863.641,70.94
863.687,70.92
863.736,70.9
863.786,70.88
863.836,70.85
863.885,70.83
863.935,70.8
863.985,70.77
864.035,70.75
864.084,70.72
864.135,70.7
864.185,70.67
864.236,70.65
864.283,70.63
864.333,70.6
864.383,70.58
864.432,70.55
864.483,70.53
864.533,70.5
864.584,70.47
864.635,70.45
864.685,70.43
864.731,70.41
864.78,70.38
864.83,70.36
864.88,70.33
864.929,70.31
864.979,70.28
865.03,70.25
865.081,70.23
865.132,70.21
865.182,70.19
865.233,70.15
865.284,70.14
865.327,70.11
865.377,70.09
865.426,70.07
865.476,70.04
865.527,70.01
865.578,69.98
865.629,69.96
865.675,69.94
865.725,69.91
865.774,69.89
865.824,69.86
865.874,69.84
865.924,69.82
865.973,69.79
866.024,69.76
866.078,69.74
866.122,69.72
866.172,69.7
866.222,69.66
866.274,69.65
866.325,69.62
866.371,69.6
866.421,69.56
866.47,69.54
866.524,69.52
866.57,69.5
866.62,69.47
866.669,69.44
866.719,69.41
866.769,69.39
866.819,69.37
866.869,69.34
866.923,69.33
866.974,69.29
867.017,69.27
867.067,69.25
867.117,69.23
867.166,69.2
867.216,69.17
867.268,69.16
867.322,69.13
867.365,69.1
867.415,69.08
867.467,69.06
867.518,69.04
867.564,69.01
867.614,68.98
867.664,68.96
867.717,68.93
867.763,68.9
867.812,68.88
867.863,68.85
867.917,68.83
867.962,68.8
868.011,68.78
868.061,68.76
868.111,68.73
868.164,68.71
868.214,68.68
868.265,68.66
868.316,68.63
868.36,68.62
868.409,68.58
868.459,68.56
868.509,68.53
868.558,68.51
868.608,68.48
868.658,68.46
868.711,68.43
868.757,68.41
868.807,68.39
868.856,68.36
868.906,68.33
868.956,68.32
869.006,68.28
869.056,68.27
869.11,68.25
869.155,68.22
869.205,68.2
869.254,68.17
869.304,68.14
869.354,68.12
869.403,68.09
869.455,68.07
869.503,68.04
869.552,68.02
869.602,68
869.652,67.97
869.702,67.95
869.751,67.93
869.801,67.88
869.851,67.87
869.901,67.85
869.952,67.82
870.002,67.81
870.053,67.77
870.104,67.75
870.149,67.72
870.199,67.7
870.248,67.68
870.3,67.65
870.354,67.62
870.397,67.61
870.447,67.57
870.499,67.55
870.553,67.53
870.596,67.5
870.646,67.47
870.696,67.44
870.746,67.42
870.797,67.4
870.847,67.39
870.895,67.35
870.944,67.33
870.994,67.31
871.047,67.27
871.093,67.25
871.143,67.23
871.193,67.2
871.246,67.18
871.292,67.16
871.342,67.12
871.392,67.11
871.442,67.08
871.496,67.05
871.541,67.03
871.591,67
871.642,66.98
871.692,66.95
871.743,66.93
871.794,66.91
871.844,66.89
871.889,66.86
871.939,66.84
871.988,66.81
872.038,66.79
872.088,66.77
872.137,66.73
872.187,66.71
872.24,66.69
872.287,66.67
872.337,66.63
872.386,66.61
872.436,66.59
872.487,66.56
872.537,66.55
872.588,66.51
872.639,66.49
872.689,66.46
872.74,66.44
872.784,66.41
872.834,66.39
872.885,66.37
872.94,66.34
872.983,66.32
873.034,66.29
873.088,66.27
873.132,66.25
873.182,66.22
873.231,66.2
873.281,66.17
873.335,66.15
873.381,66.12
873.43,66.1
873.48,66.08
873.534,66.05
873.579,66.03
873.629,66
873.679,65.97
873.731,65.95
873.785,65.92
873.828,65.89
873.878,65.87
873.93,65.85
873.977,65.83
874.027,65.8
874.077,65.78
874.127,65.75
874.18,65.73
874.226,65.7
874.276,65.68
874.326,65.66
874.375,65.63
874.428,65.6
874.474,65.58
874.529,65.55
874.574,65.52
874.623,65.51
874.673,65.48
874.724,65.46
874.778,65.43
874.822,65.4
874.872,65.38
874.922,65.35
874.974,65.33
875.021,65.31
875.071,65.27
875.123,65.26
875.177,65.23
875.22,65.22
875.27,65.19
875.32,65.17
875.373,65.14
875.419,65.11
875.469,65.09
875.518,65.07
875.568,65.04
875.618,65.02
875.668,64.99
875.717,64.96
875.769,64.94
875.823,64.92
875.867,64.89
875.916,64.87
875.971,64.85
876.022,64.82
876.065,64.8
876.117,64.76
876.171,64.75
876.214,64.73
876.264,64.69
876.314,64.68
876.364,64.65
876.418,64.62
876.463,64.6
876.513,64.57
876.563,64.55
876.617,64.52
876.662,64.5
876.712,64.47
876.762,64.46
876.813,64.42
876.864,64.4
876.914,64.37
876.965,64.35
877.016,64.33
877.06,64.31
877.109,64.28
877.161,64.25
877.215,64.23
877.259,64.2
877.308,64.19
877.358,64.16
877.411,64.13
877.457,64.1
