Time (min), Temp (C)
0.017,20.18
0.067,20.17
0.116,20.17
0.166,20.17
0.216,20.17
0.265,20.15
0.315,20.18
0.365,20.18
0.414,20.16
0.464,20.17
0.514,20.16
0.563,20.15
0.613,20.15
0.663,20.17
0.713,20.15
0.762,20.17
0.812,20.16
0.862,20.17
0.912,20.18
0.961,20.18
1.011,20.17
1.061,20.17
1.11,20.19
1.16,20.18
1.21,20.19
1.259,20.2
1.309,20.18
1.359,20.21
1.409,20.21
1.458,20.21
1.508,20.21
1.558,20.21
1.608,20.2
1.657,20.21
1.707,20.21
1.757,20.22
1.806,20.22
1.856,20.23
1.906,20.23
1.955,20.24
2.005,20.24
2.055,20.24
2.104,20.25
2.154,20.24
2.204,20.24
2.254,20.27
2.303,20.25
2.353,20.27
2.403,20.27
2.452,20.28
2.502,20.29
2.552,20.3
2.602,20.32
2.651,20.29
2.701,20.3
2.75,20.31
2.8,20.31
2.85,20.32
2.9,20.31
2.949,20.33
2.999,20.32
3.049,20.35
3.098,20.36
3.148,20.33
3.198,20.34
3.247,20.37
3.297,20.35
3.347,20.38
3.396,20.37
3.446,20.37
3.496,20.37
3.546,20.38
3.596,20.38
3.645,20.41
3.695,20.4
3.745,20.4
3.794,20.4
3.844,20.42
3.894,20.43
3.943,20.42
3.993,20.43
4.043,20.41
4.092,20.44
4.142,20.43
4.192,20.46
4.242,20.44
4.291,20.46
4.341,20.46
4.391,20.45
4.44,20.47
4.49,20.46
4.54,20.49
4.589,20.48
4.639,20.49
4.689,20.5
4.739,20.5
4.788,20.51
4.838,20.51
4.888,20.52
4.937,20.5
4.987,20.52
5.037,20.51
5.086,20.53
5.136,20.54
5.186,20.53
5.235,20.54
5.285,20.55
5.335,20.56
5.384,20.57
5.434,20.58
5.484,20.58
5.534,20.58
5.583,20.58
5.633,20.58
5.683,20.58
5.733,20.6
5.782,20.61
5.832,20.6
5.881,20.61
5.931,20.62
5.981,20.62
6.03,20.62
6.08,20.64
6.13,20.66
6.18,20.64
6.229,20.66
6.279,20.65
6.329,20.66
6.379,20.64
6.428,20.67
6.478,20.67
6.527,20.67
6.577,20.69
6.627,20.69
6.677,20.68
6.726,20.69
6.776,20.69
6.826,20.69
6.875,20.69
6.925,20.71
6.975,20.69
7.024,20.71
7.074,20.72
7.124,20.73
7.174,20.74
7.223,20.72
7.273,20.75
7.323,20.74
7.372,20.76
7.422,20.75
7.472,20.77
7.521,20.75
7.571,20.77
7.621,20.78
7.671,20.77
7.72,20.78
7.77,20.8
7.82,20.83
7.869,20.8
7.919,20.79
7.969,20.82
8.018,20.81
8.068,20.81
8.118,20.81
8.167,20.83
8.217,20.83
8.267,20.84
8.317,20.86
8.366,20.83
8.416,20.86
8.466,20.85
8.516,20.88
8.565,20.87
8.615,20.86
8.665,20.9
8.714,20.88
8.764,20.91
8.814,20.9
8.863,20.89
8.913,20.9
8.963,20.89
9.012,20.94
9.062,20.93
9.112,20.92
9.162,20.91
9.212,20.94
9.261,20.93
9.311,20.94
9.36,20.94
9.41,20.96
9.46,20.97
9.51,20.97
9.559,20.95
9.609,20.99
9.659,20.97
9.708,20.97
9.758,20.98
9.808,21
9.857,21.02
9.907,21
9.957,21.04
10.006,21
10.056,21.02
10.106,21.02
10.156,21.03
10.205,21.04
10.255,21.03
10.305,21.03
10.355,21.04
10.404,21.04
10.454,21.06
10.504,21.09
10.553,21.05
10.603,21.07
10.653,21.09
10.702,21.08
10.752,21.09
10.802,21.08
10.852,21.1
10.901,21.1
10.951,21.09
11.001,21.1
11.05,21.11
11.1,21.14
11.15,21.13
11.199,21.14
11.249,21.12
11.299,21.14
11.349,21.14
11.398,21.15
11.448,21.18
11.498,21.16
11.547,21.17
11.597,21.16
11.647,21.16
11.697,21.16
11.746,21.19
11.796,21.18
11.846,21.18
11.895,21.2
11.945,21.2
11.995,21.21
12.044,21.22
12.094,21.21
12.144,21.21
12.193,21.23
12.243,21.24
12.293,21.25
12.343,21.25
12.392,21.24
12.442,21.26
12.492,21.25
12.541,21.25
12.591,21.25
12.641,21.26
12.69,21.27
12.74,21.29
12.79,21.28
12.839,21.28
12.889,21.29
12.939,21.3
12.989,21.31
13.038,21.3
13.088,21.32
13.138,21.33
13.188,21.32
13.237,21.33
13.287,21.31
13.337,21.3
13.386,21.34
13.436,21.33
13.486,21.35
13.535,21.34
13.585,21.36
13.635,21.35
13.684,21.36
13.734,21.37
13.784,21.37
13.833,21.37
13.883,21.39
13.933,21.37
13.982,21.39
14.032,21.39
14.082,21.42
14.132,21.39
14.181,21.42
14.231,21.4
14.281,21.44
14.33,21.44
14.38,21.42
14.43,21.46
14.479,21.46
14.529,21.47
14.579,21.45
14.628,21.46
14.678,21.46
14.728,21.48
14.777,21.47
14.827,21.49
14.877,21.49
14.927,21.49
14.976,21.5
15.026,21.51
15.076,21.52
15.126,21.52
15.175,21.5
15.225,21.53
15.275,21.52
15.324,21.54
15.374,21.54
15.424,21.54
15.473,21.56
15.523,21.57
15.573,21.57
15.622,21.56
15.672,21.57
15.722,21.57
15.771,21.6
15.821,21.59
15.871,21.61
15.92,21.59
15.97,21.59
16.02,21.6
16.07,21.6
16.119,21.61
16.169,21.61
16.219,21.63
16.269,21.62
16.318,21.64
16.368,21.64
16.418,21.62
16.467,21.67
16.517,21.64
16.567,21.65
16.616,21.65
16.666,21.67
16.716,21.66
16.765,21.66
16.815,21.66
16.865,21.69
16.914,21.68
16.964,21.69
17.014,21.72
17.064,21.7
17.114,21.7
17.163,21.71
17.213,21.73
17.262,21.73
17.312,21.72
17.362,21.73
17.412,21.73
17.461,21.75
17.511,21.75
17.561,21.78
17.61,21.78
17.66,21.76
17.71,21.78
17.759,21.78
17.809,21.77
17.859,21.76
17.908,21.79
17.958,21.8
18.008,21.8
18.057,21.82
18.107,21.82
18.157,21.8
18.207,21.8
18.256,21.81
18.306,21.82
18.356,21.83
18.406,21.84
18.455,21.83
18.505,21.83
18.555,21.84
18.604,21.87
18.654,21.83
18.703,21.87
18.753,21.86
18.803,21.87
18.853,21.87
18.902,21.88
18.952,21.9
19.002,21.88
19.052,21.9
19.101,21.92
19.151,21.91
19.201,21.92
19.25,21.93
19.3,21.93
19.35,21.95
19.399,21.93
19.449,21.93
19.499,21.93
19.548,21.95
19.598,21.94
19.648,21.97
19.697,21.97
19.747,21.96
19.797,21.97
19.847,21.97
19.896,21.97
19.946,22.02
19.995,22
20.045,22.02
20.095,22
20.144,22
20.194,22.01
20.244,22.03
20.294,22.02
20.344,22.03
20.393,22.04
20.443,22.04
20.493,22.04
20.542,22.03
20.592,22.04
20.642,22.07
20.691,22.06
20.741,22.06
20.791,22.06
20.84,22.08
20.89,22.09
20.94,22.09
20.99,22.11
21.039,22.13
21.089,22.09
21.139,22.1
21.188,22.11
21.238,22.1
21.288,22.1
21.338,22.12
21.387,22.13
21.437,22.11
21.487,22.13
21.536,22.13
21.586,22.16
21.636,22.14
21.685,22.17
21.735,22.15
21.785,22.16
21.835,22.18
21.884,22.18
21.934,22.18
21.984,22.2
22.034,22.17
22.083,22.2
22.133,22.2
22.182,22.21
22.232,22.2
22.282,22.22
22.332,22.19
22.381,22.25
22.431,22.2
22.481,22.26
22.531,22.23
22.58,22.25
22.63,22.26
22.679,22.25
22.729,22.26
22.779,22.27
22.829,22.27
22.878,22.29
22.928,22.29
22.978,22.28
23.027,22.3
23.077,22.3
23.127,22.3
23.177,22.31
23.226,22.32
23.276,22.32
23.326,22.33
23.375,22.33
23.425,22.33
23.475,22.35
23.524,22.33
23.574,22.33
23.624,22.35
23.674,22.35
23.723,22.38
23.773,22.37
23.823,22.36
23.873,22.4
23.922,22.38
23.972,22.38
24.022,22.39
24.071,22.39
24.121,22.39
24.171,22.42
24.22,22.4
24.27,22.42
24.32,22.42
24.369,22.43
24.419,22.44
24.469,22.44
24.518,22.41
24.568,22.45
24.618,22.46
24.668,22.45
24.717,22.48
24.767,22.48
24.817,22.47
24.867,22.45
24.916,22.5
24.966,22.48
25.016,22.48
25.065,22.49
25.115,22.52
25.165,22.53
25.214,22.51
25.264,22.51
25.314,22.53
25.363,22.52
25.413,22.54
25.463,22.53
25.513,22.54
25.562,22.54
25.612,22.57
25.662,22.55
25.711,22.58
25.761,22.58
25.811,22.59
25.86,22.57
25.91,22.57
25.96,22.58
26.01,22.6
26.059,22.59
26.109,22.6
26.159,22.62
26.208,22.63
26.258,22.61
26.308,22.62
26.357,22.63
26.407,22.65
26.457,22.61
26.507,22.63
26.556,22.63
26.606,22.64
26.656,22.63
26.705,22.65
26.755,22.68
26.805,22.67
26.854,22.66
26.904,22.67
26.954,22.69
27.004,22.69
27.053,22.72
27.103,22.69
27.153,22.68
27.202,22.7
27.252,22.71
27.301,22.71
27.351,22.72
27.401,22.72
27.451,22.72
27.5,22.72
27.55,22.75
27.6,22.76
27.65,22.76
27.7,22.75
27.749,22.77
27.799,22.78
27.849,22.76
27.898,22.79
27.948,22.77
27.997,22.78
28.047,22.78
28.097,22.79
28.146,22.79
28.196,22.8
28.246,22.82
28.296,22.83
28.346,22.82
28.395,22.81
28.445,22.81
28.495,22.84
28.544,22.85
28.594,22.88
28.644,22.85
28.694,22.85
28.743,22.86
28.793,22.85
28.842,22.86
28.892,22.88
28.942,22.88
28.992,22.87
29.041,22.89
29.091,22.88
29.141,22.89
29.19,22.9
29.24,22.91
29.29,22.92
29.34,22.92
29.389,22.92
29.439,22.91
29.489,22.93
29.538,22.94
29.588,22.95
29.638,22.92
29.687,22.96
29.737,22.96
29.787,22.96
29.837,22.95
29.886,22.96
29.936,22.98
29.986,22.98
30.035,22.99
30.085,23
30.135,23
30.184,23
30.234,23.03
30.284,23.01
30.334,23
30.383,23
30.433,23.01
30.483,23.03
30.532,23.06
30.582,23.04
30.632,23.04
30.681,23.04
30.731,23.04
30.781,23.07
30.831,23.07
30.88,23.07
30.93,23.07
30.979,23.09
31.029,23.09
31.079,23.08
31.129,23.1
31.178,23.09
31.228,23.08
31.278,23.11
31.328,23.13
31.377,23.11
31.427,23.11
31.477,23.13
31.527,23.13
31.576,23.15
31.626,23.14
31.675,23.16
31.725,23.15
31.775,23.15
31.824,23.18
31.874,23.16
31.924,23.17
31.974,23.2
32.023,23.18
32.073,23.19
32.123,23.2
32.173,23.21
32.222,23.2
32.272,23.21
32.321,23.22
32.371,23.2
32.421,23.23
32.471,23.23
32.52,23.22
32.57,23.25
32.62,23.25
32.669,23.26
32.719,23.25
32.769,23.26
32.818,23.27
32.868,23.27
32.918,23.27
32.967,23.28
33.017,23.28
33.067,23.29
33.117,23.29
33.166,23.29
33.216,23.31
33.266,23.29
33.316,23.33
33.365,23.33
33.415,23.33
33.464,23.35
33.514,23.33
33.564,23.34
33.613,23.33
33.663,23.35
33.713,23.34
33.763,23.36
33.812,23.37
33.862,23.36
33.912,23.38
33.961,23.37
34.011,23.37
34.061,23.4
34.11,23.38
34.16,23.41
34.21,23.41
34.259,23.4
34.309,23.41
34.359,23.43
34.408,23.43
34.458,23.42
34.508,23.45
34.558,23.44
34.607,23.44
34.657,23.46
34.707,23.46
34.756,23.46
34.806,23.45
34.856,23.47
34.905,23.47
34.955,23.45
35.005,23.48
35.054,23.47
35.104,23.5
35.154,23.51
35.203,23.51
35.253,23.5
35.303,23.5
35.353,23.52
35.402,23.52
35.452,23.53
35.502,23.53
35.551,23.53
35.601,23.55
35.651,23.54
35.7,23.56
35.75,23.55
35.8,23.55
35.85,23.55
35.899,23.56
35.949,23.57
35.999,23.58
36.048,23.58
36.098,23.6
36.147,23.59
36.197,23.6
36.247,23.61
36.297,23.62
36.346,23.63
36.396,23.63
36.446,23.63
36.496,23.61
36.545,23.64
36.595,23.62
36.645,23.66
36.695,23.65
36.744,23.65
36.794,23.65
36.844,23.64
36.893,23.65
36.943,23.66
36.993,23.67
37.042,23.68
37.092,23.68
37.142,23.68
37.191,23.7
37.241,23.7
37.291,23.7
37.341,23.72
37.39,23.71
37.44,23.71
37.49,23.71
37.539,23.7
37.589,23.73
37.639,23.72
37.688,23.75
37.738,23.73
37.788,23.75
37.837,23.76
37.887,23.75
37.937,23.74
37.986,23.79
38.036,23.79
38.086,23.77
38.135,23.79
38.185,23.8
38.235,23.81
38.284,23.79
38.334,23.8
38.384,23.82
38.434,23.81
38.483,23.83
38.533,23.82
38.583,23.81
38.632,23.82
38.682,23.84
38.732,23.84
38.781,23.84
38.831,23.83
38.881,23.85
38.93,23.88
38.98,23.86
39.03,23.89
39.08,23.89
39.129,23.89
39.179,23.89
39.229,23.89
39.278,23.9
39.328,23.9
39.377,23.89
39.427,23.91
39.477,23.9
39.526,23.91
39.576,23.93
39.626,23.92
39.676,23.94
39.726,23.94
39.775,23.94
39.825,23.95
39.875,23.96
39.925,23.96
39.974,23.97
40.024,23.97
40.074,23.98
40.123,23.98
40.173,23.98
40.223,23.98
40.272,23.98
40.322,23.99
40.372,23.98
40.421,24.02
40.471,24
40.521,24.01
40.57,23.99
40.62,24.03
40.67,24.03
40.719,24.03
40.769,24.04
40.819,24.04
40.868,24.05
40.918,24.04
40.968,24.06
41.018,24.07
41.067,24.06
41.117,24.07
41.167,24.08
41.216,24.08
41.266,24.08
41.316,24.07
41.365,24.1
41.415,24.1
41.465,24.1
41.514,24.1
41.564,24.11
41.614,24.11
41.663,24.13
41.713,24.14
41.763,24.13
41.813,24.13
41.863,24.13
41.912,24.15
41.962,24.15
42.012,24.15
42.061,24.18
42.111,24.18
42.161,24.18
42.21,24.18
42.26,24.18
42.31,24.19
42.359,24.19
42.409,24.18
42.459,24.2
42.509,24.22
42.558,24.22
42.608,24.22
42.657,24.22
42.707,24.23
42.757,24.26
42.807,24.25
42.856,24.25
42.906,24.25
42.956,24.26
43.005,24.27
43.055,24.26
43.105,24.27
43.155,24.29
43.204,24.3
43.254,24.29
43.304,24.29
43.353,24.28
43.403,24.31
43.453,24.32
43.502,24.31
43.552,24.31
43.602,24.33
43.651,24.33
43.701,24.34
43.751,24.33
43.801,24.36
43.85,24.36
43.9,24.35
43.95,24.38
44,24.36
44.049,24.36
44.099,24.38
44.149,24.38
44.198,24.4
44.248,24.4
44.298,24.4
44.347,24.4
44.397,24.41
44.447,24.43
44.496,24.43
44.546,24.42
44.596,24.43
44.646,24.45
44.695,24.41
44.745,24.44
44.795,24.46
44.844,24.44
44.894,24.46
44.944,24.45
44.993,24.48
45.043,24.46
45.093,24.47
45.142,24.47
45.192,24.5
45.242,24.49
45.292,24.49
45.341,24.49
45.391,24.52
45.44,24.5
45.49,24.52
45.54,24.52
45.589,24.52
45.64,24.53
45.689,24.53
45.739,24.53
45.788,24.54
45.838,24.53
45.888,24.55
45.938,24.57
45.987,24.57
46.037,24.57
46.087,24.6
46.137,24.58
46.186,24.6
46.236,24.59
46.285,24.59
46.335,24.58
46.385,24.6
46.434,24.63
46.484,24.63
46.534,24.62
46.584,24.63
46.633,24.62
46.683,24.65
46.733,24.61
46.783,24.62
46.832,24.65
46.882,24.65
46.932,24.67
46.982,24.66
47.031,24.66
47.081,24.66
47.131,24.68
47.18,24.68
47.23,24.7
47.279,24.69
47.33,24.69
47.379,24.71
47.429,24.7
47.478,24.7
47.528,24.72
47.578,24.73
47.628,24.74
47.677,24.74
47.727,24.74
47.777,24.74
47.826,24.75
47.876,24.75
47.926,24.74
47.975,24.77
48.025,24.76
48.075,24.76
48.124,24.79
48.174,24.78
48.224,24.81
48.274,24.78
48.323,24.8
48.373,24.81
48.422,24.79
48.472,24.83
48.522,24.82
48.572,24.82
48.621,24.81
48.671,24.84
48.721,24.84
48.77,24.86
48.82,24.84
48.87,24.86
48.92,24.88
48.969,24.85
49.019,24.86
49.069,24.88
49.118,24.88
49.168,24.88
49.218,24.89
49.267,24.9
49.317,24.89
49.367,24.89
49.416,24.9
49.466,24.91
49.516,24.91
49.566,24.9
49.615,24.92
49.665,24.93
49.715,24.93
49.764,24.93
49.814,24.93
49.864,24.94
49.914,24.95
49.963,24.95
50.013,24.94
50.063,24.98
50.112,24.98
50.162,24.98
50.212,24.99
50.261,24.98
50.311,24.99
50.361,24.98
50.41,25
50.46,25.02
50.51,24.99
50.56,25.01
50.609,25.03
50.659,25.04
50.709,25.04
50.758,25.03
50.808,25.03
50.858,25.03
50.908,25.04
50.957,25.05
51.007,25.05
51.057,25.06
51.106,25.07
51.156,25.07
51.206,25.09
51.255,25.09
51.305,25.09
51.354,25.1
51.404,25.08
51.454,25.11
51.504,25.12
51.553,25.11
51.603,25.12
51.653,25.12
51.702,25.12
51.752,25.11
51.802,25.14
51.851,25.14
51.901,25.16
51.951,25.17
52.001,25.17
52.05,25.15
52.1,25.15
52.15,25.16
52.199,25.19
52.249,25.18
52.299,25.17
52.348,25.2
52.398,25.19
52.448,25.21
52.497,25.21
52.547,25.21
52.597,25.22
52.646,25.21
52.696,25.22
52.746,25.23
52.796,25.23
52.845,25.25
52.895,25.23
52.945,25.26
52.995,25.26
53.044,25.27
53.094,25.27
53.144,25.28
53.193,25.29
53.243,25.28
53.293,25.29
53.342,25.27
53.392,25.3
53.442,25.31
53.491,25.31
53.541,25.29
53.591,25.31
53.641,25.32
53.69,25.31
53.74,25.33
53.79,25.35
53.839,25.36
53.889,25.34
53.939,25.35
53.988,25.35
54.038,25.35
54.088,25.36
54.138,25.36
54.187,25.36
54.237,25.38
54.287,25.38
54.336,25.39
54.386,25.39
54.436,25.39
54.485,25.41
54.535,25.42
54.585,25.42
54.634,25.42
54.684,25.43
54.734,25.42
54.783,25.42
54.833,25.43
54.883,25.45
54.933,25.44
54.982,25.45
55.032,25.44
55.082,25.45
55.132,25.47
55.181,25.47
55.231,25.49
55.281,25.49
55.33,25.5
55.38,25.48
55.429,25.5
55.479,25.5
55.529,25.5
55.579,25.52
55.628,25.52
55.678,25.52
55.728,25.53
55.777,25.52
55.827,25.54
55.877,25.53
55.927,25.54
55.976,25.54
56.026,25.54
56.075,25.54
56.125,25.54
56.175,25.58
56.225,25.57
56.274,25.57
56.324,25.57
56.374,25.58
56.423,25.6
56.473,25.6
56.523,25.61
56.572,25.63
56.622,25.62
56.672,25.62
56.722,25.63
56.771,25.62
56.821,25.63
56.871,25.66
56.92,25.64
56.97,25.65
57.02,25.65
57.07,25.68
57.119,25.69
57.169,25.67
57.219,25.65
57.268,25.68
57.318,25.69
57.368,25.7
57.417,25.69
57.467,25.69
57.517,25.68
57.566,25.71
57.616,25.71
57.666,25.72
57.716,25.72
57.766,25.75
57.815,25.72
57.865,25.73
57.915,25.76
57.964,25.75
58.014,25.75
58.063,25.76
58.113,25.77
58.163,25.78
58.212,25.77
58.262,25.78
58.312,25.78
58.362,25.81
58.411,25.78
58.461,25.79
58.511,25.79
58.56,25.8
58.61,25.8
58.66,25.81
58.709,25.8
58.759,25.84
58.809,25.84
58.858,25.84
58.908,25.85
58.958,25.85
59.008,25.83
59.058,25.85
59.107,25.85
59.157,25.86
59.207,25.88
59.256,25.88
59.306,25.89
59.356,25.91
59.405,25.9
59.455,25.89
59.505,25.88
59.554,25.91
59.604,25.91
59.654,25.9
59.704,25.92
59.753,25.91
59.803,25.93
59.853,25.93
59.902,25.95
59.952,25.93
60.002,25.95
60.051,25.95
60.101,25.96
60.151,25.98
60.201,25.96
60.25,25.97
60.3,25.96
60.35,25.96
60.399,25.98
60.449,25.98
60.499,25.99
60.548,26.02
60.598,26.02
60.648,25.99
60.698,26
60.747,26
60.797,26.02
60.846,26.03
60.896,26.04
60.946,26.03
60.996,26.04
61.045,26.06
61.095,26.04
61.145,26.06
61.194,26.07
61.244,26.06
61.294,26.08
61.343,26.09
61.393,26.09
61.443,26.09
61.492,26.09
61.543,26.1
61.592,26.09
61.642,26.12
61.691,26.12
61.741,26.1
61.791,26.13
61.841,26.12
61.89,26.12
61.94,26.13
61.99,26.14
62.039,26.15
62.089,26.16
62.139,26.16
62.188,26.15
62.238,26.15
62.288,26.17
62.337,26.2
62.387,26.18
62.437,26.19
62.487,26.19
62.536,26.18
62.586,26.2
62.636,26.2
62.685,26.19
62.735,26.23
62.785,26.21
62.834,26.23
62.884,26.23
62.934,26.24
62.984,26.23
63.033,26.23
63.083,26.23
63.133,26.26
63.182,26.25
63.232,26.26
63.282,26.27
63.331,26.28
63.381,26.26
63.431,26.29
63.48,26.27
63.53,26.31
63.58,26.3
63.63,26.3
63.679,26.33
63.729,26.31
63.779,26.32
63.828,26.32
63.878,26.3
63.928,26.33
63.978,26.35
64.027,26.36
64.077,26.35
64.127,26.35
64.176,26.36
64.226,26.35
64.276,26.37
64.325,26.37
64.375,26.37
64.425,26.39
64.474,26.38
64.524,26.4
64.574,26.4
64.624,26.41
64.674,26.41
64.723,26.41
64.773,26.41
64.823,26.41
64.872,26.43
64.922,26.42
64.972,26.44
65.021,26.44
65.071,26.44
65.121,26.45
65.17,26.48
65.22,26.45
65.27,26.46
65.32,26.47
65.369,26.48
65.419,26.48
65.469,26.49
65.519,26.48
65.568,26.49
65.618,26.51
65.668,26.51
65.717,26.5
65.767,26.51
65.817,26.51
65.866,26.52
65.916,26.53
65.966,26.53
66.015,26.54
66.065,26.54
66.115,26.56
66.165,26.55
66.214,26.56
66.264,26.58
66.314,26.58
66.364,26.57
66.413,26.58
66.463,26.58
66.513,26.6
66.562,26.57
66.612,26.61
66.662,26.6
66.711,26.61
66.761,26.6
66.811,26.62
66.86,26.62
66.91,26.64
66.96,26.64
67.01,26.64
67.059,26.65
67.109,26.64
67.159,26.64
67.209,26.62
67.258,26.65
67.308,26.66
67.358,26.67
67.408,26.68
67.457,26.66
67.507,26.68
67.556,26.7
67.606,26.7
67.656,26.72
67.705,26.71
67.755,26.7
67.805,26.73
67.855,26.73
67.905,26.72
67.954,26.75
68.004,26.71
68.054,26.74
68.104,26.75
68.153,26.75
68.203,26.79
68.253,26.78
68.303,26.76
68.352,26.77
68.402,26.77
68.451,26.78
68.501,26.78
68.551,26.8
68.6,26.78
68.65,26.79
68.7,26.78
68.75,26.83
68.799,26.82
68.849,26.83
68.899,26.81
68.949,26.83
68.998,26.82
69.048,26.82
69.098,26.84
69.147,26.83
69.197,26.87
69.246,26.85
69.296,26.86
69.346,26.87
69.396,26.87
69.445,26.88
69.495,26.87
69.545,26.9
69.595,26.88
69.644,26.89
69.694,26.9
69.744,26.91
69.794,26.91
69.843,26.92
69.893,26.93
69.943,26.92
69.992,26.94
70.042,26.93
70.092,26.96
70.141,26.94
70.191,26.94
70.241,26.98
70.291,26.97
70.34,26.99
70.39,26.96
70.44,26.97
70.49,26.97
70.539,26.98
70.589,27.02
70.639,26.99
70.688,26.99
70.738,27.02
70.788,27.01
70.838,27.03
70.887,27.02
70.937,27.03
70.986,27.03
71.036,27.03
71.086,27.07
71.136,27.05
71.185,27.04
71.235,27.06
71.285,27.05
71.335,27.06
71.384,27.07
71.434,27.07
71.483,27.08
71.533,27.1
71.583,27.08
71.633,27.1
71.682,27.09
71.732,27.11
71.782,27.11
71.831,27.11
71.881,27.14
71.931,27.12
71.981,27.13
72.03,27.12
72.08,27.14
72.13,27.15
72.179,27.15
72.229,27.14
72.279,27.14
72.328,27.16
72.378,27.16
72.428,27.16
72.478,27.17
72.527,27.21
72.577,27.2
72.627,27.2
72.676,27.2
72.726,27.19
72.776,27.21
72.826,27.21
72.875,27.22
72.925,27.23
72.975,27.22
73.024,27.23
73.074,27.24
73.124,27.25
73.174,27.24
73.223,27.25
73.273,27.26
73.323,27.26
73.372,27.26
73.422,27.26
73.472,27.31
73.522,27.28
73.571,27.29
73.621,27.29
73.671,27.28
73.72,27.32
73.77,27.31
73.82,27.32
73.869,27.3
73.919,27.33
73.969,27.33
74.019,27.33
74.068,27.33
74.118,27.34
74.168,27.35
74.217,27.34
74.267,27.35
74.317,27.37
74.367,27.37
74.416,27.36
74.466,27.38
74.516,27.4
74.565,27.38
74.615,27.39
74.665,27.39
74.715,27.38
74.764,27.42
74.814,27.41
74.864,27.42
74.913,27.42
74.963,27.42
75.013,27.41
75.063,27.43
75.112,27.44
75.162,27.45
75.212,27.44
75.261,27.45
75.311,27.46
75.361,27.47
75.411,27.47
75.46,27.47
75.51,27.46
75.559,27.49
75.609,27.48
75.659,27.49
75.709,27.51
75.758,27.52
75.808,27.51
75.858,27.51
75.908,27.49
75.957,27.53
76.007,27.52
76.057,27.52
76.106,27.53
76.156,27.54
76.206,27.55
76.255,27.57
76.305,27.58
76.355,27.55
76.404,27.58
76.454,27.58
76.504,27.57
76.554,27.57
76.603,27.6
76.653,27.58
76.703,27.6
76.753,27.6
76.802,27.6
76.852,27.6
76.901,27.62
76.951,27.62
77.001,27.63
77.05,27.63
77.1,27.63
77.15,27.64
77.2,27.64
77.249,27.64
77.299,27.66
77.349,27.66
77.399,27.68
77.448,27.66
77.498,27.67
77.548,27.68
77.598,27.69
77.647,27.68
77.697,27.68
77.746,27.7
77.796,27.71
77.846,27.71
77.895,27.71
77.945,27.7
77.995,27.73
78.045,27.72
78.094,27.73
78.144,27.75
78.194,27.73
78.244,27.75
78.293,27.75
78.343,27.77
78.393,27.78
78.443,27.76
78.492,27.77
78.542,27.79
78.591,27.78
78.641,27.78
78.691,27.78
78.74,27.78
78.79,27.83
78.84,27.82
78.89,27.8
78.94,27.81
78.989,27.81
79.039,27.82
79.089,27.83
79.138,27.83
79.188,27.85
79.238,27.83
79.287,27.83
79.337,27.84
79.387,27.85
79.436,27.85
79.486,27.89
79.536,27.89
79.586,27.89
79.635,27.9
79.685,27.89
79.735,27.88
79.784,27.9
79.834,27.9
79.884,27.92
79.933,27.91
79.983,27.9
80.033,27.91
80.082,27.93
80.132,27.93
80.182,27.96
80.232,27.95
80.281,27.95
80.331,27.95
80.381,27.96
80.431,27.96
80.48,27.97
80.53,27.98
80.58,27.97
80.629,27.99
80.679,27.98
80.728,27.99
80.778,28
80.828,28.01
80.878,28.01
80.927,28.01
80.977,28.01
81.027,28.03
81.077,28.04
81.126,28.04
81.176,28.05
81.226,28.04
81.275,28.05
81.325,28.03
81.375,28.05
81.424,28.07
81.474,28.07
81.524,28.08
81.573,28.08
81.623,28.06
81.673,28.1
81.723,28.09
81.772,28.09
81.822,28.09
81.872,28.1
81.922,28.12
81.971,28.14
82.021,28.13
82.071,28.13
82.12,28.14
82.17,28.15
82.22,28.13
82.269,28.14
82.319,28.16
82.369,28.15
82.418,28.17
82.468,28.16
82.518,28.18
82.568,28.18
82.617,28.18
82.667,28.17
82.717,28.19
82.766,28.21
82.816,28.19
82.866,28.22
82.915,28.21
82.965,28.23
83.015,28.22
83.065,28.23
83.114,28.24
83.164,28.25
83.214,28.26
83.263,28.24
83.313,28.24
83.363,28.28
83.413,28.26
83.462,28.26
83.512,28.26
83.562,28.29
83.611,28.28
83.661,28.29
83.711,28.29
83.76,28.3
83.81,28.29
83.86,28.31
83.91,28.3
83.959,28.31
84.009,28.34
84.059,28.33
84.108,28.33
84.158,28.32
84.208,28.34
84.257,28.35
84.307,28.35
84.357,28.36
84.407,28.36
84.456,28.35
84.506,28.37
84.556,28.39
84.605,28.4
84.655,28.41
84.705,28.39
84.755,28.41
84.804,28.41
84.854,28.41
84.904,28.38
84.953,28.42
85.003,28.44
85.053,28.42
85.102,28.43
85.152,28.43
85.202,28.43
85.251,28.44
85.301,28.45
85.351,28.45
85.401,28.46
85.45,28.45
85.5,28.47
85.55,28.48
85.6,28.47
85.649,28.48
85.699,28.48
85.749,28.48
85.798,28.52
85.848,28.52
85.898,28.52
85.947,28.51
85.997,28.5
86.047,28.52
86.096,28.55
86.146,28.54
86.196,28.54
86.245,28.55
86.295,28.54
86.345,28.57
86.395,28.57
86.444,28.56
86.494,28.56
86.544,28.58
86.593,28.57
86.643,28.58
86.693,28.58
86.742,28.6
86.792,28.6
86.842,28.6
86.892,28.63
86.941,28.62
86.991,28.62
87.04,28.63
