Time (s),Temp (K)
0.06,293.51
3.0599999999999996,293.48999999999995
6.0600000000000005,293.46999999999997
9.0,293.5
12.0,293.46999999999997
15.0,293.51
18.0,293.47999999999996
20.939999999999998,293.46
23.94,293.48999999999995
26.94,293.51
29.94,293.48999999999995
32.88,293.46999999999997
35.879999999999995,293.46999999999997
38.88,293.47999999999996
41.879999999999995,293.52
44.82,293.5
47.82,293.53999999999996
50.82,293.51
53.76,293.52
56.76,293.5
59.76,293.53999999999996
62.760000000000005,293.53999999999996
65.7,293.54999999999995
68.7,293.57
71.7,293.54999999999995
74.7,293.59
77.64,293.59
80.64,293.60999999999996
83.64,293.59
86.64,293.59999999999997
89.58000000000001,293.65
92.58,293.62
95.58,293.63
98.52,293.63
101.52,293.65999999999997
104.52,293.67999999999995
107.52,293.69
110.46,293.67999999999995
113.46000000000001,293.66999999999996
116.46000000000001,293.71999999999997
119.4,293.71999999999997
122.4,293.72999999999996
125.39999999999999,293.76
128.4,293.71999999999997
131.34,293.76
134.34,293.77
137.34,293.78999999999996
140.28,293.79999999999995
143.28,293.79999999999995
146.28,293.82
149.28,293.84
152.22,293.82
155.22,293.85999999999996
158.22,293.84
161.22,293.89
164.16000000000003,293.87
167.16,293.88
170.16,293.9
173.1,293.90999999999997
176.1,293.95
179.1,293.92999999999995
182.10000000000002,293.96999999999997
185.04,293.98999999999995
188.04,293.96999999999997
191.04000000000002,293.98999999999995
194.04,293.98999999999995
196.98,294.03999999999996
199.98000000000002,294.03
202.98,294.03999999999996
205.92,294.03999999999996
208.92000000000002,294.08
211.92000000000002,294.08
214.92,294.10999999999996
217.85999999999999,294.08
220.86,294.12
223.85999999999999,294.12
226.79999999999998,294.14
229.8,294.15999999999997
232.79999999999998,294.15999999999997
235.8,294.15999999999997
238.74,294.19
241.74,294.19
244.73999999999998,294.19
247.73999999999998,294.21999999999997
250.68,294.23999999999995
253.67999999999998,294.26
256.67999999999995,294.26
259.68,294.26
262.62,294.28999999999996
265.62,294.28999999999996
268.62,294.29999999999995
271.56,294.32
274.56,294.34999999999997
277.56,294.34999999999997
280.56,294.32
283.5,294.37
286.5,294.38
289.5,294.38
292.5,294.4
295.44,294.41999999999996
298.44,294.41999999999996
301.44,294.42999999999995
304.44,294.45
307.38,294.46
310.38,294.46999999999997
313.38,294.5
316.38,294.52
319.32,294.51
322.32,294.52
325.32,294.52
328.32000000000005,294.54999999999995
331.26,294.54999999999995
334.26,294.57
337.26000000000005,294.59
340.2,294.60999999999996
343.2,294.65
346.2,294.63
349.20000000000005,294.65
352.14,294.64
355.14,294.65
358.14000000000004,294.69
361.14,294.67999999999995
364.08,294.67999999999995
367.08000000000004,294.69
370.08,294.71
373.08,294.72999999999996
376.02000000000004,294.75
379.02,294.78
382.02,294.75
385.02,294.78
387.96000000000004,294.79999999999995
390.96,294.79999999999995
393.96,294.82
396.90000000000003,294.81
399.9,294.84999999999997
402.9,294.84
405.84000000000003,294.85999999999996
408.84000000000003,294.88
411.84,294.89
414.84,294.90999999999997
417.84000000000003,294.91999999999996
420.78,294.92999999999995
423.78,294.92999999999995
426.78000000000003,294.94
429.78000000000003,294.96
432.71999999999997,294.97999999999996
435.71999999999997,294.97999999999996
438.72,295.0
441.72,295.02
444.65999999999997,295.03
447.66,295.03
450.66,295.06
453.59999999999997,295.07
456.6,295.07
459.6,295.09
462.6,295.10999999999996
465.59999999999997,295.09
468.54,295.13
471.54,295.15
474.53999999999996,295.15999999999997
477.48,295.2
480.47999999999996,295.15999999999997
483.48,295.19
486.41999999999996,295.19
489.42,295.21
492.4200000000001,295.21999999999997
495.41999999999996,295.23999999999995
498.42,295.22999999999996
501.36,295.27
504.36,295.28999999999996
507.35999999999996,295.28
510.30000000000007,295.29999999999995
513.3,295.31
516.3000000000001,295.32
519.3,295.33
522.24,295.34999999999997
525.24,295.35999999999996
528.24,295.37
531.24,295.38
534.1800000000001,295.4
537.18,295.40999999999997
540.1800000000001,295.4
543.12,295.42999999999995
546.12,295.44
549.12,295.46
552.12,295.45
555.06,295.47999999999996
558.0600000000001,295.5
561.0600000000001,295.53999999999996
564.06,295.52
567.0600000000001,295.53
570.0,295.53999999999996
573.0,295.56
576.0,295.56
578.9399999999999,295.58
581.9399999999999,295.59
584.94,295.59999999999997
587.88,295.59
590.88,295.65
593.88,295.63
596.88,295.65
599.8199999999999,295.66999999999996
602.82,295.67999999999995
605.8199999999999,295.7
608.82,295.7
611.76,295.71
614.76,295.73999999999995
617.76,295.72999999999996
620.7,295.76
623.6999999999999,295.77
626.7,295.78
629.6999999999999,295.78
632.64,295.79999999999995
635.64,295.82
638.64,295.83
641.6400000000001,295.84
644.64,295.84
647.5799999999999,295.87
650.58,295.88
653.58,295.9
656.52,295.89
659.5200000000001,295.91999999999996
662.52,295.92999999999995
665.4599999999999,295.94
668.46,295.97999999999996
671.46,295.96999999999997
674.46,295.96999999999997
677.46,296.0
680.4,296.0
683.4000000000001,296.03
686.4,296.04999999999995
689.34,296.07
692.34,296.06
695.34,296.08
698.28,296.06
701.2800000000001,296.09
704.28,296.10999999999996
707.28,296.12
710.28,296.12
713.22,296.14
716.2199999999999,296.15
719.22,296.15
722.22,296.15999999999997
725.16,296.19
728.16,296.19
731.16,296.21
734.0999999999999,296.21
737.1,296.23999999999995
740.1,296.25
743.1,296.25
746.04,296.26
749.04,296.28
752.0400000000001,296.28999999999996
755.04,296.32
757.9799999999999,296.34999999999997
760.98,296.33
763.98,296.34999999999997
766.92,296.37
769.9200000000001,296.39
772.92,296.39
775.9200000000001,296.4
778.86,296.39
781.86,296.41999999999996
784.86,296.42999999999995
787.8000000000001,296.41999999999996
790.8,296.47999999999996
793.8000000000001,296.45
796.8,296.48999999999995
799.8,296.46999999999997
802.74,296.52
805.74,296.52
808.68,296.51
811.6800000000001,296.53
814.68,296.54999999999995
817.6800000000001,296.56
820.62,296.57
823.62,296.59999999999997
826.62,296.62
829.62,296.62
832.56,296.64
835.5600000000001,296.62
838.5600000000001,296.65
841.56,296.66999999999996
844.5,296.67999999999995
847.5,296.69
850.5,296.71999999999997
853.5,296.7
856.4399999999999,296.71999999999997
859.4399999999999,296.73999999999995
862.44,296.76
865.4399999999999,296.78999999999996
868.38,296.79999999999995
871.38,296.79999999999995
874.38,296.79999999999995
877.3199999999999,296.82
880.32,296.82
883.3199999999999,296.83
886.32,296.85999999999996
889.26,296.88
892.26,296.88
895.26,296.89
898.26,296.90999999999997
901.1999999999999,296.90999999999997
904.2,296.92999999999995
907.1999999999999,296.91999999999996
910.2,296.92999999999995
913.14,296.96999999999997
916.14,296.97999999999996
