Time (s),Temp (K)
1598.2800000000002,299.65
1601.28,299.65999999999997
1604.2199999999998,299.66999999999996
1607.22,299.66999999999996
1610.22,299.7
1613.1599999999999,299.7
1616.16,299.72999999999996
1619.16,299.73999999999995
1622.1,299.73999999999995
1625.1000000000001,299.76
1628.1000000000001,299.78
1631.04,299.78
1634.0400000000002,299.78999999999996
1637.04,299.81
1639.98,299.82
1642.98,299.81
1645.98,299.85999999999996
1648.92,299.84999999999997
1651.92,299.85999999999996
1654.92,299.88
1657.92,299.89
1660.8600000000001,299.90999999999997
1663.8600000000001,299.90999999999997
1666.86,299.94
1669.86,299.92999999999995
1672.8,299.95
1675.8,299.97999999999996
1678.8,299.97999999999996
1681.74,299.98999999999995
1684.74,300.01
1687.74,300.0
1690.68,300.01
1693.68,300.04999999999995
1696.6799999999998,300.03999999999996
1699.6200000000001,300.07
1702.62,300.06
1705.62,300.09
1708.6200000000001,300.09
1711.56,300.09999999999997
1714.56,300.14
1717.5600000000002,300.13
1720.5,300.15999999999997
1723.5,300.15999999999997
1726.5,300.16999999999996
1729.44,300.19
1732.4399999999998,300.21
1735.44,300.21999999999997
1738.3799999999999,300.22999999999996
1741.3799999999999,300.25
1744.38,300.25
1747.38,300.27
1750.32,300.28
1753.3200000000002,300.28
1756.32,300.31
1759.26,300.31
1762.26,300.32
1765.26,300.34
1768.1999999999998,300.33
1771.2,300.34999999999997
1774.2,300.38
1777.1399999999999,300.38
1780.14,300.4
1783.14,300.40999999999997
1786.1399999999999,300.41999999999996
1789.0800000000002,300.42999999999995
1792.08,300.44
1795.02,300.45
1798.02,300.46999999999997
1801.02,300.47999999999996
1804.02,300.51
1806.96,300.5
1809.96,300.52
1812.96,300.53999999999996
1815.9,300.53999999999996
1818.9,300.56
1821.8999999999999,300.57
1824.8400000000001,300.58
1827.84,300.59
1830.84,300.62
1833.84,300.63
1836.78,300.63
1839.78,300.65
1842.78,300.65999999999997
1845.72,300.65999999999997
1848.72,300.66999999999996
1851.7199999999998,300.71
1854.72,300.7
1857.6599999999999,300.7
1860.6599999999999,300.72999999999996
1863.66,300.72999999999996
1866.6,300.76
1869.6,300.76
1872.6000000000001,300.78
1875.54,300.78999999999996
1878.54,300.81
1881.5400000000002,300.82
1884.48,300.82
1887.48,300.84999999999997
1890.48,300.85999999999996
1893.48,300.85999999999996
1896.42,300.87
1899.42,300.89
1902.42,300.89
1905.42,300.90999999999997
1908.3600000000001,300.91999999999996
1911.3600000000001,300.92999999999995
1914.36,300.95
1917.3,300.96999999999997
1920.3000000000002,300.96
1923.3,300.96999999999997
1926.24,300.97999999999996
1929.2400000000002,301.01
1932.24,301.03
1935.18,301.03
1938.1799999999998,301.03
1941.18,301.04999999999995
1944.1200000000001,301.07
1947.12,301.08
1950.1200000000001,301.09
1953.12,301.12
1956.06,301.12
1959.0600000000002,301.12
1962.06,301.14
1965.0,301.15999999999997
1967.9999999999998,301.16999999999996
1971.0,301.16999999999996
1973.94,301.21
1976.9399999999998,301.2
1979.94,301.21999999999997
1982.94,301.21999999999997
1985.8799999999999,301.23999999999995
1988.88,301.27
1991.88,301.28
1994.82,301.28
1997.8199999999997,301.29999999999995
2000.8200000000002,301.31
2003.76,301.32
2006.7599999999998,301.32
2009.7600000000002,301.34
2012.76,301.35999999999996
2015.6999999999998,301.37
2018.7000000000003,301.39
2021.7,301.39
2024.6399999999999,301.4
2027.6399999999999,301.41999999999996
2030.64,301.44
2033.58,301.44
2036.58,301.44
2039.5800000000002,301.47999999999996
2042.52,301.46999999999997
2045.52,301.48999999999995
2048.52,301.5
2051.52,301.52
2054.46,301.53
2057.46,301.53
2060.46,301.53999999999996
2063.46,301.57
2066.3999999999996,301.58
2069.4,301.58
2072.34,301.62
2075.34,301.60999999999996
2078.34,301.63
2081.34,301.64
2084.2799999999997,301.64
2087.2799999999997,301.65999999999997
2090.28,301.67999999999995
2093.2200000000003,301.7
2096.22,301.7
2099.2200000000003,301.71
2102.22,301.72999999999996
2105.16,301.73999999999995
2108.1600000000003,301.75
2111.16,301.76
2114.1,301.77
2117.1,301.78
2120.1,301.78
2123.04,301.82
2126.04,301.82
